species;cultivar_variety;family;plant_functional_type;population_year;refkey;gm_original;gm_original_SD;gm_original_SE;number_of_measurements;unit_original;gm_1bar;gm;method;variant;method_reference;air_pressure;PPFD;blue_light;temperature;temperature_type;AnCi_min;AnCi_max;AnCi_n;Ca_gas_exchange;Ca_gm;Ci_calc;rH;VPD;O2;flow_rate;cuvette_size;device_gas_exchange;fluorometer_spectroscope;hour;leaves_used;growth_location;growth_longitude;growth_latitude;growth_elevation;growth_environment;hydroponic;potted;pot_size;growth_irradiance;growth_temperature_day;growth_temperature_night;growth_rH;growth_Ca;growth_daylength;plant_age;An;gs_CO2;Ci;Cc;Ci-Cc;Rd;Rl;photorespiration;Gammastar;Cistar;Vcmax_Ci;Vcmax_Ci_25;Vcmax_Cc;Vcmax_Cc_25;Rubisco_constants_Ci_reference;Rubisco_constants_Cc_reference;Jmax_Ci;Jmax_Cc;TPU;Vpmax;J_fluorescence;kCA_activity;CA_activity;Delta_18O;Delta_13C;delta_13C;bulk_elastic_modulus;K_leaf;K_xylem;K_outside_xylem;N_g_m2;N_%DW;K_g_m2;K_%DW;P_g_m2;P_%DW;N%_Rubisco;N%_bioenergetics;N%_light_harvesting;N%_photosynthetic_apparatus;N%_cell_wall;Soluble_Protein;Rubisco;Rubisco_activity;Rubisco_activation_state;Chl_a;Chl_b;Chl_total;Chl_a/b;leaf_starch_%DW;leaf_starch_g_m2;LMA;leaf_width;T_leaf;D_leaf;T_mesophyll;T_palisade_mesophyll;T_spongy_mesophyll;fias_mesophyll;interveinal_distance;T_epidermis_adaxial;T_epidermis_abaxial;stomatal_index;stomatal_density;stomatal_density_adaxial;stomatal_density_abaxial;stomatal_area;stomatal_area_adaxial;stomatal_area_abaxial;stomatal_length;stomatal_length_adaxial;stomatal_length_abaxial;stomatal_width;T_cw;T_cyt;T_chloroplast;chloroplast_length;chloroplast_width;chloroplast_surface_area;Sm;Sc;Sb;ls_rel;lm_rel;lb_rel;Ls;Lm;location_in_reference;outlier;included_in_Knauer_et_al_2022
Alnus glutinosa;;Betulaceae;deciduous angiosperms;;Zhou_2014;0,23;;;;mol m-2 s-1 bar-1;0,233;0,233;F;variable J;Harley_1992;101,2;1200;;25;leaf;50;2000;12;400;400;200;;;;;;LI-6400;LI-6400-40;;current-year fully-expanded, sun-exposed leaves;;;;;glasshouse;0;1;18;;26;17;;;;730;;;;;;;;;;;106,69;106,69;109,71;109,71;vonCaemmerer_2000;vonCaemmerer_2000;150,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2: column gm*;0;1
Alnus japonica;;Betulaceae;deciduous angiosperms;;Hanba_2001;0,116;;0,01;4;mol m-2 s-1;0,116;0,116;I;slope method;Evans_1986;;760;;25;leaf;;;;350;350;;;;;;;;;;;;134;35;;field conditions;0;1;5;;;;;;;1278;12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,87;;;;;;;;;;;;3,08;;;0,409;0,12;0,529;3,48;;;;;;;64,8;;;0,11;;;;;;;;;;;;;;;;;;;;;16,5;15,8;;;;;;;Figure 4d: mature early;0;1
Alnus rhombifolia;;Betulaceae;deciduous angiosperms;;Manter_2004;0,112;;0,009;2;mol m-2 s-1;0,112;0,112;F;variable J;Epron_1995;;1600;;25;leaf;;;;;;;60;1,26;;;2;LI-6400;;;current-year-foliage;;;;;outdoor cold-frame;0;1;;;;;;;;548;;;;;;;;;;;31,3;31,3;32,61;32,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;0;1
Alnus rubra;;Betulaceae;deciduous angiosperms;;Manter_2004;0,169;;0,028;2;mol m-2 s-1;0,169;0,169;F;variable J;Epron_1995;;1600;;25;leaf;;;;;;;60;1,26;;;2;LI-6400;;;current-year-foliage;;;;;outdoor cold-frame;0;1;;;;;;;;548;;;;;;;;;;;68,26;68,26;75,65;75,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;0;1
Alnus subcordata;;Betulaceae;deciduous angiosperms;;Tomas_2013;0,022;;0,003;3;mol m-2 s-1;0,022;0,022;F;variable J;Harley_1992;;1500;10;25;leaf;50;1500;;385;385;;;;;;8;GFS-3000;;;fully developed, young, current-season leaves;;;;;growth room;0;1;;350;24;18;60;;10;548;4,1;0,055;256,5;;;;;;;;;;48,4;48,4;;Bernacchi_2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58,6;;139,2;0,36;106,8;42,9;63,9;;;;;;;;;;;;;;;;0,22;0,111;1,61;4,8;;;16,3;8;;;;;;;Table S2;1;0
Alocasia brisbanensis;;Araceae;C3 perennial herbaceous;;Gorton_2003;0,089;;;;mol m-2 s-1;0,089;0,125;A;;Gorton_2003;;400;;20;leaf;;;;;;;;;;;;LI-6200;;;;;;;;greenhouse;0;0;;250;20;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;text page 1537 top right: value of 4.6 s cm-1 (r_liq_CO2). Conversion: ((1/4.6)/100)*(101325/(8.314 * 298.15));0;1
Amaranthus edulis;;Amaranthaceae;C4 annual herbaceous;;Ogee_2018;0,556;;;;mol m-2 s-1;0,556;0,402;OI;;Ogee_2018;95,3;2000;;30;chamber;;;;557;557;;;;5;500;;;LI-6400;;uppermost fully expanded leaves;;;;;growth cabinet;0;1;5;400;27;18;;980;14;;40,9;0,175;217,3;;;;;;;;;;;;;;;;;;;61;783;16,8;3,3;;;;;;1,849;5,438;;;;;;;;;;;;44,2;;;;;;;;34;;;;;;;;;;;0,22;;144;123;;;;;;;;;;;;;;;;;;;;;;Figure 5B: WT, Revised - Vr/A=0.3;0;0
Andropogon virginicus;;Poaceae;C4 perennial herbaceous;;Zhou_2019;2,316;;;;mol m-2 s-1 bar-1;2,343;2,343;C;without CA;Zhou_2019;101,2;1500;;25;leaf;50;1400;23;;;;57;1,35;;500;6;LI-6400;;;;;;;;greenhouse;0;0;;;;;;;;;;;;;;;2,98;;;;;;26;26;;;;134;;45,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SI5: without CA;0;0
Angophora hispida;;Myrtaceae;evergreen angiosperms;;Tosens_2012b;0,05;;;;mol m-2 s-1;0,05;0,05;F;variable J;Harley_1992;;1000;;25;leaf;;;;;;225;;;;;;LI-6400;LI-6400-40;;mature individuals, terminal branches;;;;;natural;0;0;;;;;;;;;4,5;;;;105,4;;;;;;;;;;;;;;;;;;;;;;;;;;1,072;0,598;;;;;;;;;;;;;;;;;;;;178,9;;;;;;;;;;;;;;;;;;;;;;0,378;0,152;1,46;;;;27,3;15;;;;;;;Table S3 in Onoda et al. 2017, New Phytologist (doi: 10.1111/nph.14496);0;1
Annona squamosa x Annona cherimola;autograft (onto atemoya);Annonaceae;semi-deciduous angiosperms;;Baron_2018;1,895;;0,025;3;mol m-2 s-1 bar-1;1,895;1,319;C;;Sharkey_2007;;1105;;30,6;air;0;2000;17;380;;;37;2,77;;;;LI-6400;;08:00-16:00;second fully expanded leaves from the apex;;;;;greenhouse;0;1;20;;;;;;;913;;;;;;;2,57;;;;;;54;33,16;;;;82,5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;1;0
Annona squamosa x Annona cherimola;grafted onto Annona emarginata var. mirim;Annonaceae;semi-deciduous angiosperms;;Baron_2018;2,064;;0,181;3;mol m-2 s-1 bar-1;2,064;1,437;C;;Sharkey_2007;;1105;;30,6;air;0;2000;17;380;;;37;2,77;;;;LI-6400;;08:00-16:00;second fully expanded leaves from the apex;;;;;greenhouse;0;1;20;;;;;;;913;;;;;;;2,15;;;;;;37,5;23,03;;;;67,5;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;1;0
Annona squamosa x Annona cherimola;grafted onto Annona emarginata var. terra-fria;Annonaceae;semi-deciduous angiosperms;;Baron_2018;1,843;;0,062;3;mol m-2 s-1 bar-1;1,843;1,283;C;;Sharkey_2007;;1105;;30,6;air;0;2000;17;380;;;37;2,77;;;;LI-6400;;08:00-16:00;second fully expanded leaves from the apex;;;;;greenhouse;0;1;20;;;;;;;913;;;;;;;1,18;;;;;;66,5;40,84;;;;28;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;1;0
Annona squamosa x Annona cherimola;grafted onto Annona mucosa;Annonaceae;semi-deciduous angiosperms;;Baron_2018;2,553;;0,062;3;mol m-2 s-1 bar-1;2,553;1,777;C;;Sharkey_2007;;1105;;30,6;air;0;2000;17;380;;;37;2,77;;;;LI-6400;;08:00-16:00;second fully expanded leaves from the apex;;;;;greenhouse;0;1;20;;;;;;;913;;;;;;;1,49;;;;;;60,5;37,15;;;;89,5;6,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;1;0
Annona squamosa x Annona cherimola;ungrafted;Annonaceae;semi-deciduous angiosperms;;Baron_2018;2,379;;0,033;3;mol m-2 s-1 bar-1;2,379;1,656;C;;Sharkey_2007;;1105;;30,6;air;0;2000;17;380;;;37;2,77;;;;LI-6400;;08:00-16:00;second fully expanded leaves from the apex;;;;;greenhouse;0;1;20;;;;;;;913;;;;;;;2,21;;;;;;109;66,94;;;;84,5;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 2;1;0
Antimima dasyphylla;;Aizoaceae;CAM plants;;Ripley_2013;0,084;;;3;mol m-2 s-1 bar-1;0,084;0,084;F;constant J;Warren_2006;;1500;;25;leaf;;;;;;1100;53;1,5;;;;LI-6400;PAM 2000;;;;;;;natural or field grown;0;0;;;;;;;;;;;;;;;;;;;16;16;;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 6 (in combination with 'Succulence' from Table 1);0;0
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;Condori-Apfata_2019;0,073;;0,002;10;mol m-2 s-1 bar-1;0,073;0,073;F;;Harley_1992;;1000;10;25;leaf;50;1600;;400;400;;48;1,65;;;2;LI-6400XT;LI-6400-40;;;;;;;growth chamber;0;0;;150;22;20;60;;8;28;12,05;0,241;324,8;140,7;184,1;1,58;;;;;40,5;40,5;91,8;91,8;;;94,6;129,3;;;89,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,67;;;;;;;;;;;;;;20,73;;;162,1;;;;;;;;;;;;;;;;;;;;;;Table S4: WT;0;1
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;Flexas_2007a;0,238;;;;mol m-2 s-1;0,238;0,238;F;variable J;Harley_1992;;1500;;25;unclear;;;;400;400;;53;1,5;;;;LI-6400;LI-6400-40;;young, fully expanded;;;;;growth chamber;0;1;10;300;25;20;50;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3: see gm_Ci_data.xlsx for which values were taken for the gm here;0;1
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;Heckwolf_2011;0,23;;0,02;3;mol m-2 s-1 bar-1;0,23;0,23;I;single point;Evans_1986;;600;;25;leaf;;;;380;380;;;;;;;LI-6400;TGA100;;;;;;;growth chamber;0;0;;150;22;18;45;;16;32;11,5;;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3: wild type;0;1
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;Heckwolf_2011;0,161;;0,023;4;mol m-2 s-1 bar-1;0,16;0,16;F;variable J;Harley_1992;99,7;750;;25;leaf;50;1000;;400;400;;62;1,2;;750;3;GFS-3000;PAM-Fluorometer 3055-FL;;seventh or eighth pair of leaves;;;;;glasshouse;0;0;;75;24;20;60;370;12;42;13,3;;315,6;;;;;;;;;;96,3;96,3;;;;111,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,15;0,036;0,186;4,16;;;13,4;;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;Table 2: wild type;0;1
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;Sade_2014b;0,035;0,002;;33;mol m-2 s-1;0,035;0,035;F;variable J;Harley_1992;;1200;10;25;;;;;400;400;;59;1,3;;;;LI-6400;;;fully expanded leaves;;;;;growth chamber;0;0;;112;22;20;70;;14;38;6,9;0,091;301,6;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table I: wild type (WT);1;0
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;Tholen_2008;0,07;;0,02;5;mol m-2 s-1;0,07;0,07;C;;Ethier_2004;101,3;1000;;25;leaf;;;;370;;;;;;;;LI-6400;;;;;;;;growth room;0;1;;200;26;23;;;8;70;9,8;0,2;311;217;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,2;;198;;;;;0,25;;;;;;;;;;;;;;;;;;;;;9,3;5,9;;;;;;;Table 2: Col (Columbia wild type), WL (white light);0;1
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;Tholen_2008;0,105;;0,005;5;mol m-2 s-1;0,105;0,105;I;;;101,3;1200;;25;leaf;;;;370;370;;;;;;;;;;;;;;;growth room;0;1;;200;26;23;;;8;70;9,8;0,2;311;217;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,2;;198;;;;;0,25;;;;;;;;;;;;;;;;;;;;;9,3;5,9;;;;;;;Table 2: Col (Columbia wild type), WL (white light);0;1
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;vonCaemmerer_2015;0,22;;0,02;3;mol m-2 s-1 bar-1;0,21;0,21;I;;Evans_1986, Tazoe_2011;95,3;1000;;25;leaf;;;;380;380;;;;2;;6;LI-6400XT;TGA100;;;;;;;controlled environment growth chamber;0;1;0,5;200;23;23;;;9;;14,6;0,172;279,7;208,6;71,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1;0;1
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;Weise_2015;0,155;0,034;;2;mol m-2 s-1 bar-1;0,155;0,155;C;;Sharkey_2007;;1200;;25;leaf;0;1200;;400;;;;;21;;6;LI-6400;;;fully expanded leaves;;;;;growth chamber;0;1;;190;22;18;60;;8;49;;;;;;;;;;;;;59,87;59,87;;;;98,3;6,8;;;;;;;-31,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 5: mean of the two wild-type (WT) bars;0;1
Arabidopsis thaliana;;Brassicaceae;C3 annual herbaceous;;Weise_2015;0,332;;0,016;4;mol m-2 s-1 bar-1;0,332;0,332;I;;Evans_1986;;500;;25;leaf;;;;400;400;;;;21;;6;LI-6400;TGA-100;;fully expanded leaves;;;;;growth chamber;0;1;;190;22;18;60;;8;49;16;;270;220;50;;;;;;;;;;;;;;;;;;;;;-31,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 6: wild-type (WT) at ambient CO2 and O2 (top panel);0;1
Arabidopsis thaliana;accession CS76430, ecotype Ag-0;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,07;;0,007;;mol m-2 s-1 bar-1;0,069;0,069;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;11,9;0,146;;;;;0,47;3,96;;;;;51,3;51,3;;;;96,5;;;97,2;;;;;-31,4;;;;;1,526;7,2;;;;;;;;;;;;;;;;;;;;21,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS76530, ecotype Knox-18;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,061;;0,004;;mol m-2 s-1 bar-1;0,061;0,061;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;11,2;0,132;;;;;0,34;4,09;;;;;39,6;39,6;;;;73,1;;;95,3;;;;;-31,1;;;;;1,227;6,97;;;;;;;;;;;;;;;;;;;;17,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS76604, ecotype Sq-8;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,056;;0,006;;mol m-2 s-1 bar-1;0,055;0,055;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;10,7;0,098;;;;;0,82;5,26;;;;;41,8;41,8;;;;80;;;109;;;;;-30,1;;;;;1,11;6,85;;;;;;;;;;;;;;;;;;;;16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS76610, ecotype Tamm-2;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,074;;0,003;;mol m-2 s-1 bar-1;0,073;0,073;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;12,2;0,133;;;;;0,54;4,44;;;;;50,9;50,9;;;;103;;;104;;;;;-30,2;;;;;1,314;5,84;;;;;;;;;;;;;;;;;;;;22,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS76615, ecotype Ts-1;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,07;;0,006;;mol m-2 s-1 bar-1;0,069;0,069;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;12,5;0,136;;;;;0,48;5,01;;;;;45,6;45,6;;;;84,5;;;112;;;;;-30,3;;;;;1,204;6,51;;;;;;;;;;;;;;;;;;;;18,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS76631, ecotype Ws-2;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,07;;0,006;;mol m-2 s-1 bar-1;0,07;0,07;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;13,1;0,161;;;;;0,44;5,07;;;;;52,2;52,2;;;;92,8;;;115;;;;;-31,4;;;;;1,199;7,01;;;;;;;;;;;;;;;;;;;;17,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS76709, ecotype Bil-5;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,088;;0,004;;mol m-2 s-1 bar-1;0,087;0,087;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;14,2;0,123;;;;;0,51;5,56;;;;;58,8;58,8;;;;124;;;125;;;;;-28,6;;;;;1,517;6,54;;;;;;;;;;;;;;;;;;;;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS76734, ecotype Bur-0;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,077;;0,005;;mol m-2 s-1 bar-1;0,076;0,076;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;13,1;0,16;;;;;0,22;4,47;;;;;50,1;50,1;;;;84,4;;;107;;;;;-30,8;;;;;1,235;6,3;;;;;;;;;;;;;;;;;;;;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS76826, ecotype Eden-1;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,075;;0,006;;mol m-2 s-1 bar-1;0,074;0,074;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;13,2;0,114;;;;;1;5,64;;;;;55,5;55,5;;;;105;;;125;;;;;-29,1;;;;;1,575;6,73;;;;;;;;;;;;;;;;;;;;23,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS77021, ecotype Ler-1;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,083;;0,002;;mol m-2 s-1 bar-1;0,082;0,082;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;13,6;0,184;;;;;0,53;4,26;;;;;54,8;54,8;;;;102;;;108;;;;;-31,7;;;;;1,329;6,71;;;;;;;;;;;;;;;;;;;;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS77126, ecotype NFA-10;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,059;;0,006;;mol m-2 s-1 bar-1;0,059;0,059;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;10,7;0,123;;;;;0,85;4;;;;;42,4;42,4;;;;74,5;;;94,2;;;;;-31;;;;;1,255;7,01;;;;;;;;;;;;;;;;;;;;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS77149, ecotype Omo2-3;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,069;;0,006;;mol m-2 s-1 bar-1;0,068;0,068;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;11,7;0,108;;;;;0,52;4,71;;;;;49,8;49,8;;;;95,3;;;105;;;;;-29,6;;;;;1,199;6,31;;;;;;;;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS77390, ecotype Tsu-1;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,075;;0,006;;mol m-2 s-1 bar-1;0,074;0,074;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;12,7;0,155;;;;;0,19;4,59;;;;;47,6;47,6;;;;88,2;;;107;;;;;-31,6;;;;;1,074;6,93;;;;;;;;;;;;;;;;;;;;15,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;accession CS903, ecotype Kas-1;Brassicaceae;C3 annual herbaceous;;Tomeo_2018;0,089;;0,008;;mol m-2 s-1 bar-1;0,088;0,088;F;variable J;Harley_1992;98,8;850;10;25;leaf;50;1600;13;400;325;262;62;1,2;;;2;LI-6400XT;LI-6400-40;;youngest fully expanded leaf;Athens, OH, USA;;;;controlled-environment chamber;0;1;0,16;400;21;19;;;12;;14,6;0,138;;;;;0,39;5,45;;;;;51,3;51,3;;;;86,9;;;125;;;;;-29,6;;;;;1,393;6,86;;;;;;;;;;;;;;;;;;;;20,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1;0;1
Arabidopsis thaliana;col-0;Brassicaceae;C3 annual herbaceous;;Lehmeier_2017;0,13;0,082;;4;mol m-2 s-1;0,13;0,171;F;NRH-A method;Yin_2009;;1200;;21;leaf;50;1600;13;400;;;60;0,99;21;;2;LI-6400XT;LI-6400-40;;fully expanded leaves without obvious signs of senescence (8th leaves);;;;;Conviron MTPS 120 growth room;0;1;;200;21;15;60;;12;36;19,2;0,202;;;;;;;;;;;51,12;73,16;;;;;;;81,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;332;;;0,227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S1: WT-5, WT-7, WT-8, WT-9;0;1
Arabidopsis thaliana;Col-0;Brassicaceae;C3 annual herbaceous;;daFonseca-Pereira_2019;0,074;;0,01;8;mol m-2 s-1;0,074;0,074;F;variable J;Harley_1992;;1000;10;25;block;;;;400;400;;37;2;;;2;LI-6400XT;LI-6400-40;;sixth to eigth pair of the rosette;;;;;climate chamber;0;1;;150;22;16;68;;8;;8,75;0,113;307,2;205,2;102;1,23;;3,14;;;;;;;;;;;;;77,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S2: unstressed drought control (DC) only, WT;0;1
Arabidopsis thaliana;Col-0;Brassicaceae;C3 annual herbaceous;;daFonseca-Pereira_2020;0,037;;0,002;10;mol m-2 s-1;0,037;0,037;F;variable J;Harley_1992;;1000;10;25;block;;;;400;400;;37;2;21;;2;LI-6400XT;LI-6400-40;;ninth leaf totally expanded;;;;;;0;1;0,08;120;22;22;65;;8;;7,74;0,169;342;110,9;231;1,43;;3,16;;;21,49;21,49;72,91;72,91;Walker_2013;Walker_2013;63,72;104,51;;;77,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,11;58,66;29,23;;;Table 2: WT;1;0
